index,name,artist,release_date,length,popularity,tempo,time_signature
1794,Everybody Wants Some!! - 2015 Remaster,Van Halen,1980,5.100816667,56,144.84,4
1795,Flirtin' with Disaster,Molly Hatchet,1979,4.986666667,61,179.882,4
1796,Generator,Foo Fighters,1999,3.792666667,55,152.694,4
1797,South Side,Moby,1999,3.818216667,45,97.13,4
1798,The Old Apartment,Barenaked Ladies,1996,3.499333333,55,159.858,4
1799,Bullet In My Hand,Redlight King,2011,3.096433333,49,168.108,4
1800,Sometime Around Midnight,The Airborne Toxic Event,2009,5.059766667,56,126.009,4
1801,Sure Know Something,KISS,1979,4.0251,52,115.338,4
1802,Better Be Home Soon,Crowded House,1988,3.127766667,64,93.519,4
1803,Soul Sacrifice,Santana,1969,6.622216667,51,135.752,4
1804,Sea Legs,The Shins,2007,5.376516667,34,160.063,4
1805,Celebration,Kool & The Gang,1999,3.684883333,54,121.589,4
1806,She's Crafty,Beastie Boys,1986,3.58555,48,96.761,4
1807,Living the Crash - Bonus Track,I Am Giant,2014,4.355333333,3,145.949,4
1808,Miserable,Lit,1999,4.272216667,52,82.081,4
1809,Dirty Blvd.,Lou Reed,1989,3.487766667,52,123.35,4
1810,Estranged,Guns N' Roses,1991,9.398216667,64,89.259,4
1811,"Die, Die My Darling",Metallica,1998,2.488883333,44,178.069,3
1812,Baker Street,Gerry Rafferty,1978,6.093766667,69,113.762,4
1813,Slide,The Goo Goo Dolls,1998,3.534433333,70,112.423,4
1814,Livin' Thing,Electric Light Orchestra,1976,3.538433333,69,122.818,4
1815,All My Loving - Remastered 2009,The Beatles,1963,2.130883333,67,77.56,4
1816,Josie,Steely Dan,1977,4.513333333,50,121.827,4
1817,Hand Me Down World,The Guess Who,1971,3.3611,33,101.017,4
1818,Troublemaker,Weezer,2008,2.744883333,36,131.483,4
1819,Be Like That,3 Doors Down,2000,4.431766667,60,95.982,4
1820,Rain - Remastered 2009,The Beatles,1988,3.022,50,106.933,4
1821,Crimson & Clover - Live,Joan Jett & The Blackhearts,2020,3.384533333,6,171.208,4
1822,Lay It on the Line,Triumph,2010,4.100433333,45,91.724,4
1823,This Is War,Thirty Seconds To Mars,2009,5.449716667,67,160.047,4
1824,I Should Have Known,Foo Fighters,2011,4.262216667,48,117.994,4
1825,Falling Away from Me,Korn,1999,4.515333333,71,104.102,4
1826,Mad World,Tears For Fears,1983,3.59,65,118.729,4
1827,She's A Genius,Jet,2009,2.980666667,52,152.216,4
1828,And She Was,Talking Heads,1985,3.653333333,55,126.477,4
1829,Ah! Leah!,The Karaoke Channel,2015,3.845583333,0,105.028,4
1830,Don't Stop Me Now - Remastered 2011,Queen,1978,3.490216667,73,156.271,4
1831,Lords of the Boards,Guano Apes,1997,3.69555,56,104.186,4
1832,Used To Love Her - Live In Japan / 1988,Guns N' Roses,1999,4.086,19,130.417,4
1833,Forgotten Years - 2011 Remaster,Midnight Oil,1990,4.276216667,49,152.178,4
1834,Mr. Blue Sky,Electric Light Orchestra,1977,5.056216667,80,177.784,4
1835,Rock 'n' Roll High School - 2002 Remaster,Ramones,1980,2.29,55,188.853,4
1836,Let Go The Line,Max Webster,2017,3.542216667,28,106.732,4
1837,Fairies Wear Boots,Black Sabbath,1970,6.219866667,50,136.126,4
1838,Hey Nineteen,Steely Dan,1980,5.123333333,62,119.629,4
1839,The Pretender,Jackson Browne,1977,5.85,59,103.18,4
1840,Heat Of The Moment,Asia,1982,3.793766667,68,136.232,4
1841,Paradise Skies,Max Webster,2017,3.464216667,19,126.215,4
1842,The Boy With the Arab Strap,Belle & Sebastian,1998,5.234433333,58,142.365,4
1843,Baby Blue - Remastered 2010,Badfinger,1971,3.622433333,60,124.432,4
1844,Everybody's Changing,Keane,2004,3.586,61,94.015,4
1845,Institutionalized,Suicidal Tendencies,1983,3.832666667,59,91.842,3
1846,On Top,The Killers,2004,4.31555,22,126.97,4
1847,Alone Again Or - 2015 Remaster,Love,1967,3.2879,61,174.254,4
1848,Cowboy,Kid Rock,1998,4.297766667,66,166.652,4
1849,Are You Old Enough,Dragon,1978,4.142666667,57,122.962,4
1850,Love Vigilantes - 2015 Remaster,New Order,1985,4.321766667,49,136.12,4
1851,Brick,Ben Folds Five,1997,4.528666667,57,96.881,4
1852,All I Want,The Offspring,1997,1.9111,61,172.689,4
1853,Mona Lisas And Mad Hatters,Elton John,1972,5.008433333,61,128.525,4
1854,Katmandu,Bob Seger,1975,6.12755,45,140.366,4
1855,Soft Rock Star [Jimmy vs. Joe Mix],Metric,2007,4.398216667,27,96.332,4
1856,Human Race,Red Rider,1983,2.9911,36,139.82,4
1857,Out Of Control,Hoobastank,2003,2.701766667,61,157.872,4
1858,Stand - Remastered,R.E.M.,1988,3.216,59,109.322,4
1859,Sweet Sixteen - Remastered,Billy Idol,2001,4.24555,50,156.366,4
1860,Before I Forget,Slipknot,2004,4.643333333,75,134.724,4
1861,I'm Going Home - Live at Woodstock,Ten Years After,1970,9.527766667,45,119.232,4
1862,I Hear You Knocking,Dave Edmunds,2016,2.833333333,46,103.445,4
1863,Radioactive,The Firm,1985,2.82,46,106.2,4
1864,Into Your Arms,The Lemonheads,1993,2.7451,56,123.883,4
1865,Incense And Peppermints,Strawberry Alarm Clock,1967,2.790883333,50,133.158,4
1866,Paralyzed,Rock Kills Kid,2006,3.07755,29,127.015,4
1867,Attitude,Sepultura,1996,4.256666667,47,80.356,4
1868,One of These Days,Pink Floyd,1971,5.910216667,55,103.806,4
1869,Lights,Journey,1978,3.172216667,60,207.639,3
1870,Hard Woman,Mick Jagger,1985,4.455766667,51,128.145,4
1871,Tell Her No,The Zombies,2007,2.11,46,135.639,4
1872,When Worlds Collide,Powerman 5000,1999,2.966,66,143.821,4
1873,Cover Me,Candlebox,1993,4.7591,53,131.113,4
1874,Life Is a Carnival - Concert Version,The Band,2002,4.43,33,174.359,4
1875,Fool for the City,Foghat,1975,4.530883333,44,140.046,4
1876,I'm Not Sorry,Morrissey,2004,4.6931,39,160.137,4
1877,Travelling Riverside Blues - 29/6/69 Top Gear; 2016 Remaster,Led Zeppelin,2016,5.181766667,52,91.609,4
1878,Be Mine Tonight,Th' Dudes,1979,6.1291,50,121.303,4
1879,Black Knight,Various Artists,2018,3.755666667,1,147.899,4
1880,Ripple - 2013 Remaster,Grateful Dead,1970,4.162216667,61,126.637,4
1881,Mirrorball - elbowrooms,Elbow,2020,5.8391,30,142.64,4
1882,Cry Baby,Janis Joplin,1971,3.976666667,63,83.18,3
1883,Here In Your Bedroom,Goldfinger,1996,3.18,52,171.655,4
1884,"If I Had $1,000,000",Barenaked Ladies,1992,4.44555,59,80.161,4
1885,Blue Moon of Kentucky,Elvis Presley,1959,2.044666667,38,112.724,4
1886,Going To A Go-Go,Smokey Robinson & The Miracles,1965,2.7631,45,129.596,4
1887,Ice Cream Man - 2015 Remaster,Van Halen,1978,3.306216667,57,88.085,4
1888,Behind Blue Eyes,Limp Bizkit,2003,4.49955,72,120.315,4
1889,Bad Habit,The Offspring,1994,3.731766667,56,148.08,4
1890,To Be With You - 2010 Remastered Version,Mr. Big,1991,3.508,72,83.635,4
1891,Eye,The Smashing Pumpkins,2001,4.907333333,47,158.051,4
1892,Drop Your Guns,April Wine,1972,3.619766667,24,109.722,4
1893,Peaches,The Presidents Of The United States Of America,1995,2.86155,65,94.267,4
1894,Slice of Heaven,Dave Dobbyn,1988,4.622666667,61,122.155,3
1895,Almost Honest - Remastered 2004 / Remixed,Megadeth,1997,4.142666667,45,134.113,4
1896,Hands,The Raconteurs,2006,4.02,39,96.868,4
1897,Summersong,The Decemberists,2006,3.522883333,36,153.083,4
1898,Crumblin' Down,John Mellencamp,1983,3.568883333,45,126.748,4
1899,The Needle and the Damage Done - 2009 Remaster,Neil Young,1972,2.0531,58,105.3,3
1900,Popular,Nada Surf,1996,3.676433333,53,94.82,4
1901,Sometimes You Can't Make It On Your Own,U2,2004,5.084666667,58,96,4
1902,Help Is On The Way,Rise Against,2011,3.958,58,108.043,4
1903,Empty Rooms,Gary Moore,1985,4.290666667,52,98.18,4
1904,New Girl Now,Honeymoon Suite,1984,3.61155,49,109.127,4
1905,Driving Wheels,Jimmy Barnes,1987,5.262216667,57,134.976,4
1906,I Don't Like The Drugs (But The Drugs Like Me),Marilyn Manson,1998,5.057766667,55,93.906,4
1907,Stan,Eminem,2000,6.7351,78,80.063,4
1908,I Got Id,Pearl Jam,2004,4.864883333,37,185.504,4
1909,Smile Like You Mean It,The Killers,2004,3.901766667,57,125.087,4
1910,Dead Man's Party,Oingo Boingo,1985,6.360433333,61,161.261,4
1911,The Magnificent Seven - Remastered,The Clash,1980,5.558666667,56,116.081,4
1912,Ahead By A Century - Live,The Tragically Hip,1996,5.427766667,22,136.413,4
1913,Connection,Elastica,1995,2.341333333,50,121.342,4
1914,Last Kiss,J. Frank Wilson & The Cavaliers,2015,2.478,41,135.202,4
1915,Say What You Want,Texas,1997,3.897766667,64,95.888,4
1916,Got Me Under Pressure - 2008 Remaster,ZZ Top,1983,4.0511,53,157.957,4
1917,FM,Steely Dan,1985,4.85,43,109.402,4
1918,Kim Mitchell's Patio Lanterns,The Smile Case,2019,2.17255,0,128.509,4
1919,Sinking Like A Sunset,Tom Cochrane,1992,5.77555,35,103.049,4
1920,War Machine,AC/DC,2008,3.1631,60,127.593,4
1921,Dirty Work,Steely Dan,1972,3.123333333,67,73.007,4
1922,Roscoe,Midlake,2008,4.781333333,53,121.739,4
1923,Always On The Run,Lenny Kravitz,1991,3.884433333,55,169.214,4
1924,Maneater,Daryl Hall & John Oates,1982,4.552883333,74,88.825,4
1925,Woodstock,Joni Mitchell,1970,5.448883333,47,107.863,4
1926,I'm In Love With My Car - Remastered 2011,Queen,1975,3.08155,38,143.583,3
1927,"Blinded by the Light - Live at Paramount Theatre, Asbury Park, NJ - 11/24/96",Bruce Springsteen,2020,4.978,23,121.908,4
1928,Tender,Blur,1999,7.6991,64,76.054,4
1929,Pace Is The Trick,Interpol,2007,4.621766667,47,111.271,4
1930,Nude,Radiohead,2007,4.256433333,66,128.331,3
1931,Because - Remastered 2009,The Beatles,1969,2.7611,58,81.257,4
1932,"You're The First, The Last, My Everything - Single Version",Barry White,2018,3.549766667,49,131.007,4
1933,Volcano Girls,Veruca Salt,1997,3.31555,54,131.463,4
1934,Tripping Billies,Dave Matthews Band,1996,5.007333333,48,120.858,4
1935,"Holland, 1945",Neutral Milk Hotel,1998,3.208883333,60,198.592,4
1936,I Don't Love You,My Chemical Romance,2006,3.978,70,169.835,4
1937,Maybe,Opshop,2007,3.4591,27,137.077,4
1938,If It Makes You Happy,Sheryl Crow,1996,5.414,60,95.446,4
1939,Change,Tears For Fears,1983,4.233333333,52,125.257,4
1940,Hey Ladies,Beastie Boys,1989,3.796216667,53,101.718,4
1941,Let It Die,Ozzy Osbourne,2010,6.096883333,46,152.064,4
1942,Master Blaster (Jammin'),Stevie Wonder,1980,5.134433333,37,131.159,4
1943,Imperium,Machine Head,2003,6.694883333,45,122.451,4
1944,Ode To LRC,Band of Horses,2007,4.27555,38,144.947,4
1945,The Last Remaining Light,Audioslave,2002,5.286,44,100.583,4
1946,The Outlaw Torn,Metallica,1996,9.81,41,118.515,4
1947,Take It Back,Pink Floyd,1994,6.20375,51,112.427,4
1948,You're the Inspiration - 2006 Remaster,Chicago,1984,3.820666667,73,74.008,4
1949,All We Are,Kim Mitchell,1984,4.7451,33,121.68,3
1950,Hero,Enrique Iglesias,2001,4.404,69,77.281,4
1951,"All Good Naysayers, Speak Up! Or Forever Hold Your Peace!",Sufjan Stevens,2003,4.558666667,35,90.472,5
1952,Open Arms,Journey,1981,3.36955,70,100.577,3
1953,Vienna - 2009 Remaster,Ultravox,1981,4.659766667,50,80.496,4
1954,I'll Stick Around,Foo Fighters,1995,3.87555,57,133.963,4
1955,Peace Train,Yusuf / Cat Stevens,1971,4.188883333,66,82.492,4
1956,Baker Street (8-Bit Computer Game Version),8-Bit Arcade,2020,5.730883333,2,120.898,4
1957,Square One,Coldplay,2005,4.7939,53,124.169,4
1958,Always,blink-182,2003,4.198216667,55,158.322,4
1959,Can't Get Enough,Supergroove,1994,3.327766667,31,108.124,4
1960,Geek Stink Breath,Green Day,1995,2.254883333,47,131.268,4
1961,Lonely Is The Night - Remastered,Billy Squier,1981,4.690883333,64,85.362,4
1962,Pets,Porno for Pyros,1993,3.612216667,57,112.879,4
1963,A Million Vacations,Max Webster,2017,3.26755,14,125.195,4
1964,Straight Lines,Silverchair,2007,4.29555,46,127.5,4
1965,My Very Best,Elbow,2005,5.5591,31,134.988,4
1966,Little Sister,Queens of the Stone Age,2005,2.900433333,59,161.292,4
1967,Supersystem,the feelers,2008,5.269333333,18,111.026,3
1968,Dead Leaves and the Dirty Ground,The White Stripes,2001,3.076666667,29,79.264,4
1969,"Grace, Too",The Tragically Hip,1994,5.582216667,49,83.717,4
1970,Sex Dwarf - Original Version,Soft Cell,1981,5.272216667,36,148.065,4
1971,I'm A Man,The Spencer Davis Group,2019,2.944433333,47,129.018,4
1972,Angel Of Death,Slayer,1986,4.857333333,56,106.086,4
1973,The Upper Peninsula,Sufjan Stevens,2003,3.39155,35,128.8,4
1974,Time Is Tight,Various Artists,1993,3.253766667,53,134.561,4
1975,"Candy [In the Style of ""Iggy Pop & Kate Pierson""]",Done Again,2011,4.120766667,20,144.235,4
1976,Three Little Birds,Bob Marley & The Wailers,1977,3.004433333,77,148.404,4
1977,Captain Jack,Billy Joel,1973,7.284,48,146.657,4
1978,All the Way from Memphis,Mott The Hoople,1973,5.042666667,43,137.127,4
1979,Presence Of The Lord,Blind Faith,1969,4.818883333,36,120.501,4
1980,Lead or Follow - Radio Edit,Shihad,2010,3.939766667,2,131.012,4
1981,Love My Way,The Psychedelic Furs,1982,3.566216667,67,126.106,4
1982,Soldier Girl,The Polyphonic Spree,2002,3.984433333,38,93.728,4
1983,Bang And Blame,R.E.M.,1994,5.51555,47,120.949,4
1984,Fool for Your Loving - 2011 Remaster,Whitesnake,1980,4.317766667,50,122.417,4
1985,Juliette,Hollerado,2010,3.1071,43,110.989,4
1986,Video Killed The Radio Star,The Buggles,1980,4.212883333,71,131.165,4
1987,Thinking of You,Harlequin,1980,4.363333333,35,156.918,4
1988,Nice Guys Finish Last,Green Day,1997,2.814433333,55,93.972,4
1989,Chest Fever - Remastered,The Band,1968,5.2259,43,99.72,4
1990,"He Ain't Heavy, He's My Brother",The Hollies,1967,4.297316667,51,75.734,4
1991,Sail,AWOLNATION,2011,4.318366667,76,119.038,4
1992,Love on the Rocks with No Ice,The Darkness,2003,5.951766667,36,170.682,4
1993,Wave of Mutilation (UK Surf),Pixies,2001,3.002216667,59,180.258,4
1994,Knives Out,Radiohead,2001,4.247766667,57,137.268,4
1995,Rolling in the Deep,Adele,2011,3.804883333,75,104.945,4
1996,Who Loves Who The Most,Various Artists,2020,4.238666667,4,112.361,4
1997,Pioneer To The Falls,Interpol,2007,5.708883333,51,106.678,4
1998,Annie's Song,John Denver,1974,3.01155,71,146.066,3
1999,My Music At Work,The Tragically Hip,2005,3.106883333,35,121.149,4
2000,Shoot out the Lights,Richard & Linda Thompson,1982,5.407333333,21,83.642,4
2001,Little Black Submarines,The Black Keys,2011,4.187766667,65,95.163,4
2002,Forever Autumn,Lake Of Tears,1999,5.932216667,31,115.845,4
2003,Hard to Say I'm Sorry - 2007 Remaster,Chicago,2007,3.690216667,69,72.319,4
2004,Skinny Love,Bon Iver,2008,3.975533333,68,76.361,4
2005,Young Pilgrims,The Shins,2003,2.7931,39,124.091,4
2006,Excuse Me Mr.,No Doubt,1995,3.078883333,39,145.712,4
2007,Kitty,The Presidents Of The United States Of America,1995,3.38555,48,92.126,4
2008,Medication,Primal Scream,1997,3.881333333,18,125.509,4
2009,Giddy Stratospheres,The Long Blondes,2007,5.172433333,12,137.703,4
2010,Question!,System Of A Down,2005,3.343333333,65,180.798,4
2011,Faget,Korn,1994,5.8251,52,88.431,4
2012,Waltz #2 (XO),Elliott Smith,1998,4.668433333,59,132.178,3
2013,Why Does Love Do This To Me,The Exponents,1992,3.428883333,26,128.268,4
2014,Wild Flower,The Cult,1987,3.638216667,48,135.481,4
2015,Complete Control,The Clash,2013,3.214216667,42,172.612,4
2016,See No Evil,Television,1977,3.882666667,49,144.965,4
2017,"Lawyers, Guns and Money - 2007 Remaster",Warren Zevon,1978,3.508,58,94.228,4
2018,I Like To Rock,April Wine,1979,4.380433333,42,135.67,4
2019,Babylon,David Gray,1998,4.427766667,66,112.016,4
2020,Laura,Scissor Sisters,2004,3.6011,39,91.014,4
2021,If There Is Something,Roxy Music,1972,6.5751,46,78.813,4
2022,Ain't Too Proud To Beg,The Temptations,1966,2.602883333,66,118.394,4
2023,Try Honesty,Billy Talent,2003,4.228433333,59,156.921,4
2024,Up All Night,blink-182,2011,3.328433333,48,156.086,4
2025,George,Headless Chickens,1997,4.18555,22,97.455,4
2026,Nothing In My Way,Keane,2006,4.006433333,60,172.478,4
2027,For What It's Worth,Placebo,2009,2.784216667,46,142.313,4
2028,Points of Authority,Linkin Park,2000,3.337333333,66,94.952,4
2029,Drift And Die,Puddle Of Mudd,2001,4.417766667,47,95.985,4
2030,12:51,The Strokes,2003,2.552216667,60,145.056,4
2031,Mony Mony,Tommy James & The Shondells,1968,2.902216667,53,130.967,4
2032,"Monday, Monday - Single Version",The Mamas & The Papas,1966,3.47155,63,109.853,4
2033,Miss Modular,Stereolab,1997,4.4913,40,112.839,4
2034,Pieces,Sum 41,2004,3.034,65,99.93,4
2035,Power - Remastered version,Clawfinger,1995,3.224433333,23,99.947,4
2036,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,1987,3.596,62,114.045,4
2037,Cough Syrup,Young the Giant,2011,4.158666667,72,128.978,3
2038,The Bleeding Heart Show,The New Pornographers,2005,4.452433333,42,90.076,4
2039,Marrakesh Express - 2005 Remaster,"Crosby, Stills & Nash",1969,2.611333333,42,107.953,4
2040,Helicopter,Bloc Party,2005,3.676216667,57,170.058,4
2041,Malibu,Hole,1998,3.834,60,122.372,4
2042,Landslide,Fleetwood Mac,1975,3.324883333,79,159.375,4
2043,Walking After You,Foo Fighters,1997,5.06355,58,108.651,4
2044,Glorified G (Remastered),Pearl Jam,1993,3.406883333,46,115.32,4
2045,Stay Don't Go,Spoon,2002,3.588883333,36,119.751,4
2046,Without a Trace,Soul Asylum,1993,3.562216667,18,123.543,4
2047,Steal My Kisses,Ben Harper And The Innocent Criminals,1999,4.089333333,56,101.019,4
2048,21st Century Schizoid Man,King Crimson,1969,7.376333333,59,92.527,4
2049,Wind Of Change,Scorpions,1990,5.206,78,151.505,4
2050,I Ain't Superstitious,Jeff Beck,1991,4.883766667,29,167.873,3
2051,Monarchy of Roses,Red Hot Chili Peppers,2011,4.196666667,50,123.089,4
2052,Stupify,Disturbed,2010,4.566666667,61,98,4
2053,"Here, There And Everywhere - Remastered 2009",The Beatles,1966,2.414666667,61,165.361,4
2054,Crucify,Tori Amos,1992,4.982883333,40,82.963,4
2055,Madhouse,Anthrax,1985,4.329333333,60,163.538,4
2056,Aberdeen,Cage The Elephant,2011,3.215333333,53,205.467,4
2057,The Pageant Of The Bizarre,Zero 7,2006,4.440216667,37,109.924,3
2058,Jesus Is Just Alright with Me - 2007 Remaster,The Doobie Brothers,1976,4.566583333,49,134.177,4
2059,Silver Machine - Live at the Roundhouse London; 1996 Remaster,Hawkwind,1971,4.666216667,47,131.717,4
2060,Take Your Mama Out (In The Style Of Scissor Sisters),AVID All Stars,2007,4.660666667,5,154.061,4
2061,Into My Arms - 2011 Remastered Version,Nick Cave & The Bad Seeds,1997,4.268666667,67,94.163,4
2062,American Psycho,Treble Charger,2001,3.40955,38,141.846,4
2063,Roads,Portishead,1994,5.066216667,63,76.083,4
2064,the fear [ZM Live Lounge],the feelers,2007,4.931333333,1,175.19,4
2065,This Is Our Lot,Wild Beasts,2009,4.539333333,23,96.112,4
2066,I Want To Break Free - Remastered 2011,Queen,1984,4.300216667,63,108.947,4
2067,Sympathetic Noose,Black Rebel Motorcycle Club,2005,4.2911,19,73.163,4
2068,I'm Walkin',Fats Domino,1959,2.1111,50,114.513,4
2069,Little Girls,Oingo Boingo,1981,3.72525,51,172.14,4
2070,Sonnet,The Verve,1997,4.356,63,89.059,4
2071,Beautiful,Various Artists,2003,4.558883333,20,130.007,4
2072,Amazing,Aerosmith,1993,5.936,68,139.454,4
2073,On the Road Again,Canned Heat,2009,3.327333333,58,128.811,4
2074,Crazy Crazy Nights,KISS,1987,3.793333333,60,121.682,4
2075,Where Have All the Good Times Gone! - 2015 Remaster,Van Halen,1982,3.08155,53,122.015,4
2076,Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley,1975,3.986883333,63,141.463,4
2077,Hometown Unicorn,Super Furry Animals,1996,3.553416667,19,81.222,4
2078,Brand New Low,Treble Charger,2001,3.890433333,29,112.894,4
2079,Happenings Ten Years Time Ago - Mono,The Yardbirds,1966,2.952666667,31,126.963,4
2080,She,Elvis Costello,2012,3.128666667,66,130.876,4
2081,Tired of Waiting for You,The Kinks,1965,2.497516667,45,122.097,4
2082,Changes,Yes,1983,6.335333333,49,125.193,4
2083,Cherry Bomb,John Mellencamp,1987,4.7851,61,113.882,4
2084,Shooting Star - 2015 Remaster,Bad Company,1975,6.290216667,63,166.093,4
2085,Mercedes Benz,Janis Joplin,1971,1.797766667,58,86.998,4
2086,Fix You,Coldplay,2005,4.92555,82,138.178,4
2087,Everybody's Trying to Be My Baby,Carl Perkins,2013,2.257766667,36,90.048,4
2088,I Was Wrong,Social Distortion,1996,3.95955,52,122.024,4
2089,Movin' On - 2015 Remaster,Bad Company,1974,3.3591,39,117.618,4
2090,Stand By Me - Remastered 2010,John Lennon,1975,3.527766667,66,104.996,4
2091,Peace Sells - Remastered,Megadeth,1986,4.069333333,58,138.042,4
2092,Over My Head (Better Off Dead),Sum 41,2002,2.488433333,48,184.324,4
2093,She Sends Kisses,The Wrens,2003,5.955766667,25,139.843,4
2094,All Or Nothing,Small Faces,1967,3.05155,42,115.106,4
2095,Like Eating Glass,Bloc Party,2005,4.366433333,44,160.27,4
2096,Youth Without Youth,Metric,2012,4.2891,34,128.579,4
2097,The Sidewinder Sleeps Tonite,R.E.M.,1992,4.156,53,123.376,4
2098,Bus Rider,The Guess Who,1971,2.932883333,26,148.084,4
2099,Let's Twist Again,Chubby Checker,1961,2.289333333,65,167.832,4
2100,It's Over,Roy Orbison,1962,3.027766667,50,89.672,4
2101,That Don't Impress Me Much,Shania Twain,1997,3.978433333,0,125.005,5
2102,Helena Beat,Foster The People,2011,4.602883333,65,126.968,4
2103,Venus - 2015 Remaster,the feelers,1998,4.847333333,44,110.013,4
2104,Play With Fire - Mono Version,The Rolling Stones,1965,2.222,56,108.738,4
