index,name,artist,release_date,length,popularity,tempo,time_signature
4330,Radio Song,R.E.M.,1991,4.252216667,47,113.071,4
4331,The Power of Love,Jennifer Rush,1995,4.47,63,139.071,4
4332,2000 Man,Various Artists,2010,5.099333333,1,130.78,4
4333,Waiting for a Girl like You,Foreigner,1981,4.867766667,70,201.327,4
4334,21st Century (Digital Boy),Bad Religion,1990,2.816883333,59,133.685,4
4335,Heaven Is a Place on Earth,Belinda Carlisle,2013,4.108666667,70,122.902,4
4336,I Knew I Loved You,Savage Garden,1999,4.172666667,70,85.031,4
4337,Alternative Ulster,Stiff Little Fingers,1979,2.731333333,53,118.369,4
4338,Backstage Queen - Live / 2015 Remaster,Scorpions,1978,3.660883333,22,139.633,4
4339,Until The End,Breaking Benjamin,2006,4.213333333,57,133.997,4
4340,Where'd You Go,The Mighty Mighty Bosstones,1992,3.446666667,47,138.274,4
4341,Neat Neat Neat,The Damned,1977,2.692883333,52,88.445,4
4342,I'll Be There For You,Bon Jovi,1988,5.776433333,68,73.029,4
4343,Babylon's Burning,The Ruts,1979,2.586433333,41,168.393,4
4344,Chelsea Dagger,The Fratellis,2007,3.586216667,59,154.607,4
4345,Love Walks In,Van Halen,1986,5.182216667,60,83.876,4
4346,Teenage Warning,Angelic Upstarts,1979,3.039333333,19,174.412,4
4347,Fa Fa,Guster,1999,4.732666667,35,115.587,4
4348,Out Ta Get Me,Guns N' Roses,1987,4.392883333,50,140.849,4
4349,(Get A) Grip [on Yourself] - 1996 Remaster,The Stranglers,1977,3.999766667,40,141.847,4
4350,You Wouldn't Know,HELLYEAH,2007,4.302666667,49,147.171,4
4351,Today,Jefferson Airplane,1967,2.9591,60,90.074,4
4352,I Heard It Through The Grapevine,The Slits,1979,3.978666667,52,129.924,4
4353,Parisienne Walkways,Gary Moore,1978,3.34845,39,87.795,4
4354,Expresso Love,Dire Straits,1980,5.190433333,52,140.149,4
4355,Rock Your Body,Justin Timberlake,2002,4.454433333,72,100.972,4
4356,My Own Summer (Shove It),Deftones,1997,3.579333333,68,71.841,4
4357,Come Undone,Robbie Williams,2002,4.640666667,56,167.734,4
4358,Dog Eat Dog,AC/DC,1977,3.580883333,56,137.391,4
4359,Lonely No More,Rob Thomas,2005,3.777333333,56,171.79,4
4360,Lazy Sunday (Mono Version) (2018 Remaster),Small Faces,2018,3.047566667,41,134.084,4
4361,Four to the Floor,Starsailor,2003,3.849333333,48,93.105,4
4362,Never Let You Go - 2008 Remaster,Third Eye Blind,1999,3.954,64,113.76,4
4363,Highly Evolved,The Vines,2002,1.573766667,35,131.446,4
4364,For You,Bruce Springsteen,1973,4.654883333,47,137.173,4
4365,Woman,Wolfmother,2005,2.927766667,60,150.753,4
4366,Rip Her To Shreds - Remastered,Blondie,1976,3.380433333,40,122.846,4
4367,Pink,Aerosmith,1997,3.922666667,62,171.85,4
4368,Crazy Horses,The Osmonds,1972,2.552883333,44,120.165,4
4369,Siberian Khatru - 2003 Remaster,Yes,1972,8.882433333,41,118.668,4
4370,Ordinary World,Duran Duran,1993,5.67,73,140.124,4
4371,"Burning Heart - From ""Rocky IV"" Soundtrack",Various Artists,1985,3.845333333,63,97.996,4
4372,Short People,Randy Newman,1977,2.948883333,48,121.356,4
4373,Prisoners In Paradise,Europe,1991,5.6151,42,141.45,4
4374,Sweet Sweet Love - Radio Edit,Russell Morris,1978,4.444,36,85.978,4
4375,Run with the Pack - Single Edit; 2015 Remaster,Bad Company,2015,3.596,35,119.565,4
4376,Sister,The Nixons,1995,4.48,49,170.805,4
4377,Meet On The Ledge - Live,Fairport Convention,2020,5.260083333,1,119.77,4
4378,The Loco-Motion - Remastered 2002,Grand Funk Railroad,1974,2.763333333,48,125.051,4
4379,(Oh la la) Jag vill ha dej,Ulf Lundell,1995,4.598883333,49,136.88,4
4380,Action,Streetheart,1978,4.795733333,33,115.869,4
4381,Burn Down The Mission - Piano Demo,Elton John,2020,7.1,24,116.325,4
4382,Seven Wonders - 2017 Remaster,Fleetwood Mac,1987,3.706666667,69,119.049,4
4383,You Got the Style,Athlete,2003,3.472,32,144.157,4
4384,Angry Eyes,Loggins & Messina,1971,7.676,50,158.908,4
4385,Twisted Transistor,Korn,2005,3.148883333,67,110.053,4
4386,Sister Moonshine,Supertramp,1975,5.262883333,43,104.108,4
4387,Pink Cadillac,Natalie Cole,1987,4.477766667,43,124.995,4
4388,Sleeping My Day Away,D-A-D,1989,4.396216667,44,145.872,4
4389,"Ain't That a Shame - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,1978,5.154433333,37,134.986,4
4390,Move Your Feet,Junior Senior,2002,3.030433333,67,118.877,4
4391,Lay Your Hands On Me,Bon Jovi,2010,3.82155,51,100.497,4
4392,Sheep Go To Heaven,Cake,1998,3.80155,50,102.591,4
4393,The Things That I Used To Do,Guitar Slim,1991,3.00755,47,98.282,3
4394,Dark Star,POLIÇA,2011,5.008666667,33,110.014,4
4395,I'm Free,The Soup Dragons,2012,3.528216667,49,103.273,4
4396,Message of Love,Pretenders,1987,3.426216667,35,143.416,4
4397,Anybody Seen My Baby? - Remastered,The Rolling Stones,1997,4.519333333,60,105.04,4
4398,If This Is It,Huey Lewis & The News,1983,3.904433333,45,146.668,3
4399,No One,Cold,2000,3.288883333,43,130.565,4
4400,Prelude / Angry Young Man,Billy Joel,1976,5.277333333,48,91.912,4
4401,Ain't Wastin' Time No More,Allman Brothers Band,1972,3.698166667,57,91.468,4
4402,I'm Shipping Up To Boston,Dropkick Murphys,2005,2.56,70,129.188,4
4403,Overdose,AC/DC,1977,6.150883333,43,127.781,4
4404,Fantasy,Aldo Nova,1982,5.054883333,53,131.268,4
4405,Promise Everything,Basement,2017,2.618,46,76.256,4
4406,Sara,Starship,1985,4.88,59,100.273,4
4407,Me and Julio Down by the Schoolyard - Demo - San Francisco 2/71,Paul Simon,1972,2.458883333,32,96.834,4
4408,So Hard Done By,The Tragically Hip,1994,3.478883333,42,122.988,4
4409,Breakdown,Tantric,2001,3.177766667,58,100.04,4
4410,I Got Mine,The Black Keys,2008,3.985766667,51,157.725,4
4411,Since U Been Gone,Kelly Clarkson,2004,3.149333333,72,131,4
4412,Don't Mess with Doctor Dream,Thompson Twins,1985,4.41755,29,111.82,4
4413,Ung & kåt - Live,Ebba Grön,1998,2.962216667,26,83.834,4
4414,People Have the Power,Patti Smith,1988,5.173333333,53,130.255,4
4415,I'll Have To Say I Love You In A Song,Jim Croce,1973,2.5771,62,133.785,4
4416,My Friend Of Misery,Metallica,1991,6.796216667,55,119.513,4
4417,Do The Trick,Dr. Dog,2012,4.540216667,33,97.707,4
4418,When My Time Comes,Dawes,2009,5.13955,57,115.199,4
4419,Wind Him Up,Saga,1982,5.91155,32,131.602,4
4420,Black and Blue,Brand New Sin,2005,3.269333333,17,143.53,4
4421,Til I Am Myself Again - Remastered 2012 version,Blue Rodeo,1990,3.997333333,46,128.87,4
4422,"When The World Is Running Down, You Make The Best Of What's Still Around",The Police,1980,3.6111,50,123.937,4
4423,How Long,Ace,1974,3.403766667,61,123.213,4
4424,Amazing,Alex Lloyd,2001,3.386883333,50,100.01,4
4425,Back In The High Life Again,Steve Winwood,1986,5.597333333,59,168.512,4
4426,Duck And Run,3 Doors Down,2000,3.843333333,42,87.931,4
4427,Give It Up,KC & The Sunshine Band,2016,4.237333333,63,124.896,4
4428,Head Games,Foreigner,1979,3.628433333,55,107.415,4
4429,Forever Young - Live,Tyketto,2017,6.602416667,31,111.766,4
4430,Snowblind - 2014 Remaster,Black Sabbath,1972,5.4388,48,116.956,4
4431,Buried Myself Alive,The Used,2002,4.03555,56,170.605,4
4432,A Better Man,Thunder,2009,3.715333333,26,142.377,4
4433,Unchain My Heart,Joe Cocker,1987,5.07155,64,117.969,4
4434,Mahgeetah,My Morning Jacket,2016,5.930883333,30,118.185,4
4435,"That's What Friends Are For - (Instrumental Version - Flute) [In The Style Of Dionne Warwick,Gladys Knight,Elton John,Stevie Wonder]",The Versionarys,2010,4.266666667,0,119.828,4
4436,You're Lost Little Girl,The Doors,1967,3.00955,52,111.7,4
4437,Every Morning,Sugar Ray,1998,3.664433333,64,109.916,4
4438,Just My Imagination (Running Away With Me) - Remastered,The Rolling Stones,1978,4.636216667,43,112.872,4
4439,Meeting Across the River,Bruce Springsteen,1975,3.278433333,43,104.659,4
4440,Time Bomb - Live,Old 97's,2005,4.803333333,10,130.657,4
4441,Beautiful Girls - 2015 Remaster,Van Halen,1979,3.937333333,57,205.025,4
4442,The Wreck of the Edmund Fitzgerald,Gordon Lightfoot,1976,6.488,61,186.047,3
4443,The Living Years,Mike & The Mechanics,1988,5.538883333,67,97.893,4
4444,Reminiscing - Remastered,Little River Band,1978,4.218,65,94.731,4
4445,Age of Reason,John Farnham,1988,5.104433333,40,119.99,4
4446,Fins,Jimmy Buffett,1985,3.410666667,47,136.693,4
4447,Lonely Nights,Bryan Adams,1981,3.774433333,34,131.974,4
4448,Flyktsoda,Ebba Grön,1987,3.92555,22,150.97,4
4449,Fall At Your Feet,Crowded House,1991,3.313333333,62,102.583,4
4450,Angry Johnny,Poe,1995,4.30665,40,176.916,4
4451,Young Bucks,Dinosaur Feathers,2012,3.052666667,7,78.811,4
4452,Mother Nature's Son - Remastered 2009,The Beatles,1968,2.800433333,53,84.78,4
4453,Snowbird,Anne Murray,1998,2.2371,48,104.117,4
4454,Richard III,Supergrass,1997,3.188633333,44,145.233,4
4455,"Yeah, Whatever",Splender,1999,3.71,37,94.35,4
4456,Just Between You And Me,April Wine,1981,3.926,48,83.546,4
4457,Accidents Will Happen,Elvis Costello & The Attractions,1979,3.016433333,40,120.126,4
4458,Hey Leonardo (She Likes Me for Me),Blessid Union Of Souls,1999,3.453766667,53,103.094,4
4459,Carouselambra - Remaster,Led Zeppelin,1979,10.56688333,36,110.979,4
4460,Runaway,The Corrs,1995,4.418883333,63,151.972,3
4461,I Drink Alone,George Thorogood & The Destroyers,1985,4.59155,54,96.95,4
4462,Live Wire,AC/DC,1976,5.81,58,132.36,4
4463,Ready to Start,Arcade Fire,2010,4.264883333,63,190.08,4
4464,Blacken My Thumb,The Datsuns,2004,2.768883333,23,174.932,4
4465,I Love My Leather Jacket,The Chills,1986,2.9811,29,135.769,4
4466,Portrait (He Knew),Kansas,1977,4.600433333,39,133.499,3
4467,Cendrillon - Remasterisé en 2015,Téléphone,1982,3.975766667,53,147.757,4
4468,The E Street Shuffle,Bruce Springsteen,1973,4.456666667,37,130.775,4
4469,Boulevard,Jackson Browne,1980,3.346666667,40,141.142,4
4470,Superstar/ Rainy Days & Mondays/Goodbye To Love - Live 1974,Carpenters,2020,7.6332,28,84.38,4
4471,Royal Oil,The Mighty Mighty Bosstones,1997,2.648883333,40,132.669,4
4472,One Step Ahead,Split Enz,1981,2.863766667,27,100.915,4
4473,Cigarettes Will Kill You,Ben Lee,1998,3.832216667,33,114.961,4
4474,Shine,Starseed,2020,3.6176,0,155.106,4
4475,Big Sur,The Thrills,2003,3.122,45,130.092,4
4476,Life,Our Lady Peace,2000,4.38555,36,174.126,4
4477,I Don't Want to Be - Stripped Version,Gavin DeGraw,2004,4.072216667,58,147.082,4
4478,Stealin',Uriah Heep,1973,4.81955,46,117.81,4
4479,Ghostbusters,Various Artists,1984,4.093333333,1,115.513,4
4480,Let Us Hear Your Voice,Pennywise,2012,3.734433333,48,122.49,4
4481,Spin the Black Circle - Remastered,Pearl Jam,1994,2.79355,49,217.913,4
4482,Heaven Is in the Back Seat of My Cadillac,Hot Chocolate,1976,5.165333333,34,111.876,4
4483,Sk8er Boi,Avril Lavigne,2002,3.4,76,149.937,4
4484,Does Anybody Really Know What Time It Is?,Chicago,1975,3.368883333,51,117.792,4
4485,Suzie Sunshine,Buffalo,1972,2.898,10,131.653,4
4486,High Enough,Damn Yankees,1990,4.788666667,60,81.814,4
4487,Take It Away,The Used,2004,3.632433333,46,176.109,4
4488,Better,The Screaming Jets,1991,4.62,50,101.394,4
4489,"I'm Bad, I'm Nationwide",ZZ Top,1992,4.774883333,47,205.642,4
4490,Brontosaurus,The Move,1970,4.48355,24,75.722,4
4491,Minerva,Deftones,2003,4.296883333,58,124.055,4
4492,One Day at a Time,Lynyrd Skynyrd,2012,3.770216667,37,75.94,4
4493,Locomotion,Kylie Minogue,1987,3.216666667,40,131.604,4
4494,Down the Dustpipe,Status Quo,1970,2.040883333,28,157.249,4
4495,Blowin' Free,Wishbone Ash,1972,5.3171,43,134.418,4
4496,Chinatown,Thin Lizzy,1980,4.716666667,41,152.407,4
4497,Sunset Grill,Don Henley,1984,6.316666667,43,91.877,4
4498,Angel,Jimi Hendrix,1997,4.381333333,44,133.958,4
4499,10 A.M. Automatic,The Black Keys,2004,2.98555,48,122.582,4
4500,9 to 5,Dolly Parton,1980,2.707766667,76,105.39,4
4501,Holocene,Bon Iver,2011,5.610216667,70,147.989,4
4502,Rock Me,Great White,1987,7.316666667,52,140.722,4
4503,New York Groove,Hello,2001,2.756433333,40,94.164,4
4504,Long Way Down,The Goo Goo Dolls,1995,3.4751,48,168.49,4
4505,Twice As Hard,The Black Crowes,1990,4.158883333,56,173.119,4
4506,Spread Your Wings - Remastered 2011,Queen,1977,4.570433333,58,174.782,4
4507,Rollover D.J.,Jet,2003,3.276666667,42,133.554,4
4508,Thirty-Three - Remastered 2012,The Smashing Pumpkins,1995,4.17155,53,126.619,4
4509,Downhearted - Remastered,Australian Crawl,1980,3.15,51,122.737,4
4510,MakeDamnSure,Taking Back Sunday,2006,3.471333333,67,140.495,4
4511,Make It Stop (September's Children),Rise Against,2011,3.9131,60,154.486,4
4512,Reflections,Diana Ross & The Supremes,1968,2.83155,51,99.832,4
4513,Rock n' Roll Is a Vicious Game - Live,April Wine,2010,4.153333333,13,76.956,4
4514,Lucky,Seven Mary Three,2010,4.206433333,38,80.55,4
4515,Carnival of Rust,Poets of the Fall,2006,4.382433333,56,91.018,4
4516,Immigration Man,Crosby & Nash,1972,2.981766667,37,87.998,4
4517,See the Light,The Jeff Healey Band,1988,4.448883333,30,111.938,4
4518,I'll Take The Rain,R.E.M.,2001,5.857766667,42,167.531,4
4519,A Long December,Counting Crows,1996,4.917766667,62,70.662,4
4520,Freya,The Sword,2006,4.573333333,50,93.389,4
4521,I'm Now,Mudhoney,2008,2.681333333,29,145.028,4
4522,Saturday Night - 2011 Remastered,Cold Chisel,2011,4.35695,46,91.499,4
4523,Running Away,Hoobastank,2001,2.974,50,100.25,3
4524,To the Moon & Back,Savage Garden,1997,5.684433333,63,104.101,4
4525,The Witch,The Sonics,2011,2.644666667,42,81.493,4
4526,The Devil Takes Care of His Own,Band Of Skulls,2012,3.08,26,78.536,4
4527,She Works Hard For The Money,Donna Summer,1983,5.347333333,59,136.502,4
4528,"If You Know What I Mean - Live At The Greek Theatre, 1976",Neil Diamond,1977,4.177766667,14,136.058,4
4529,Indestructible,Disturbed,2008,4.633766667,71,179.956,4
4530,Tube Snake Boogie,ZZ Top,1981,3.063333333,45,150.435,4
4531,Our Truth,Lacuna Coil,2006,4.051766667,52,102.037,4
4532,Oh Yeah,Chickenfoot,2009,4.89955,41,95.229,4
4533,Shoot the Runner,Kasabian,2004,3.456216667,44,131.168,4
4534,Only The Lonely - Remastered 1999,The Motels,1982,3.27,51,115.493,4
4535,Send Me An Angel,Real Life,1983,3.942433333,56,129.844,4
4536,What the Hell,Avril Lavigne,2011,3.6771,0,150.014,4
4537,Heart of the City,Nick Lowe,2008,2.13,22,87.908,4
4538,Hollywood,Streetheart,1979,3.312866667,24,124.405,4
4539,Look at Little Sister,Stevie Ray Vaughan,2002,3.12555,48,111.871,4
4540,Greed,Godsmack,2007,3.470666667,50,102.887,4
4541,3's & 7's,Queens of the Stone Age,2007,3.567766667,56,131.326,4
4542,Galileo,Indigo Girls,1992,4.216,50,102.504,4
4543,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),Korn,2011,3.178433333,61,174.027,4
4544,The Promise,When In Rome,1988,3.682666667,64,118.01,4
4545,Crime Of The Century - Remastered,Supertramp,1974,5.549866667,50,123.44,3
4546,Green-Tinted Sixties Mind - 2010 Remastered Version,Mr. Big,1991,3.506883333,44,106.365,4
4547,Free Your Mind,En Vogue,1992,4.885083333,55,100.026,4
4548,Street Of Dreams,Rainbow,1983,4.4251,47,119.848,4
4549,The Denial Twist,The White Stripes,2005,2.596216667,40,90.015,4
4550,Florida Sunshine,Afa,2006,3.486883333,5,138.586,4
4551,In My Time of Dying - 1990 Remaster,Led Zeppelin,1975,11.09333333,51,101.855,4
4552,Tokyo (Vampires & Wolves),The Wombats,2011,3.758766667,60,146.394,4
4553,Brianstorm,Arctic Monkeys,2007,2.8811,68,165.182,4
4554,We Belong,Pat Benatar,1984,3.68555,67,135.154,4
4555,Sky Pilot,Eric Burdon & the Animals,1968,7.3971,42,111.322,4
4556,Being For The Benefit Of Mr. Kite! - Remastered 2009,The Beatles,1967,2.62555,51,111.874,4
4557,Love Rears Its Ugly Head,Living Colour,1990,4.324433333,49,156.008,4
4558,Mandolin Wind,Rod Stewart,1971,5.609333333,50,157.777,4
4559,Hard to Be Human Again,Mekons,1985,3.980216667,16,153.735,4
4560,Do You Remember Rock 'n' Roll Radio? - 2002 Remaster,Ramones,1980,3.824433333,49,152.366,4
4561,Day of the Eagle - 2007 Remaster,Robin Trower,1974,5.0431,44,131.749,4
4562,These Days,Powderfinger,2000,4.97555,60,83.746,4
4563,So Happy,Theory of a Deadman,2008,4.197333333,43,134.089,4
4564,Monster Love - Goldfrapp vs. Spiritualized,Goldfrapp,2008,5.6171,7,85.848,4
4565,Dancing On The Ceiling,Lionel Richie,1986,4.512,69,133.197,4
4566,Along Came Jones,The Coasters,2006,2.96755,31,104.684,4
4567,Silver Springs - 2004 Remaster,Fleetwood Mac,1977,4.8131,55,179.014,4
4568,Empty Spaces,Pink Floyd,1979,2.1305,55,95.942,4
4569,Fade,Staind,2001,4.043333333,42,116.469,4
4570,Little Pills,Devilskin,2014,3.3071,43,105.996,4
4571,"Promises, Promises",Incubus,2011,4.432666667,51,143.937,4
4572,As Tears Go By,Marianne Faithfull,2018,2.632,36,127.697,4
4573,Found Out About You,Gin Blossoms,1992,3.89,55,134.718,4
4574,There's Only One Way To Rock,Sammy Hagar,1981,4.254433333,50,153.362,4
4575,Leech,Eve 6,1998,3.976666667,34,106.98,4
4576,Computer Games,Mi-Sex,1979,3.88555,43,117.686,4
4577,Rock Steady (Made Famous by Bryan Adams & Bonnie Raitt),The Rock Heroes,2010,3.91545,0,113.648,4
4578,Caravan,Rush,2012,5.663333333,40,126.789,4
4579,Stuck Inside of Mobile with the Memphis Blues Again,Bob Dylan,1966,7.0611,46,135.526,4
4580,Take Me Back,Bryan Adams,1983,4.698433333,38,110.733,4
4581,You Got It,Roy Orbison,1989,3.504433333,69,114.688,4
4582,Bring Me Some Water,Melissa Etheridge,1988,3.883333333,50,125.678,4
4583,Ready for Love - 2015 Remaster,Bad Company,1974,4.9971,49,129.167,4
4584,Jammin' Me,Tom Petty and the Heartbreakers,1987,4.15155,44,123.479,4
4585,With A Girl Like You,The Troggs,1966,2.14155,49,113.925,4
4586,Rock And Roll Music - Remastered 2009,The Beatles,1964,2.521333333,51,167.092,4
4587,The Crunge - Remaster,Led Zeppelin,1973,3.295066667,44,112.609,5
4588,I Don't Want A Lover,Texas,1989,5.01,60,120.484,4
4589,Übers Ende der Welt - Single Version,Tokio Hotel,2007,3.556883333,34,140.012,4
4590,I Love the Night,Blue Öyster Cult,1977,4.398666667,38,134.62,4
4591,Fly from the Inside,Shinedown,2003,3.919333333,57,96.101,4
4592,Lonely Ol' Night,John Mellencamp,1985,3.752883333,46,126.558,4
4593,We Got The Beat,The Go-Go's,1981,2.552216667,60,151.941,4
4594,The Answer,Villainy,2012,4.179566667,17,147.04,4
4595,What About Me?,Moving Pictures,1981,3.616883333,41,126.532,4
4596,Remember,Disturbed,2002,4.140433333,51,164.161,4
4597,Because the Night - Live Unplugged,"10,000 Maniacs",1993,3.722883333,61,122.624,4
4598,I Want You,Bob Dylan,1966,3.086666667,60,99.905,4
4599,I Go to Sleep - 2006 Remaster,Pretenders,1981,2.946433333,49,153.485,3
4600,Leather and Lace - Stevie Nicks and Don Henley,Players Since Creation,2014,3.710216667,4,76.988,4
4601,"Hey, Little Girl",ICEHOUSE,1982,4.4111,52,135.532,4
4602,20th Century Man,The Kinks,1971,5.989266667,30,141.787,4
4603,All Around Me,Flyleaf,2005,3.307766667,49,146.929,4
4604,Similar Features,Melissa Etheridge,1988,4.68955,38,207.005,4
4605,Misery Business,Paramore,2007,3.525333333,73,172.977,4
4606,Rock This Town,Stray Cats,1982,3.45,49,201.952,4
4607,People Get Ready,Jeff Beck,1985,4.878216667,54,143.685,4
4608,Coz I Luv You,Slade,1973,3.4271,43,126.4,4
4609,Give It to Me,The J. Geils Band,1973,6.5011,44,117.676,4
4610,My Friends Over You,New Found Glory,2002,3.67,65,177.793,4
4611,All Down The Line,The Rolling Stones,1972,3.824883333,42,140.221,4
4612,Third Stone From The Sun,Jimi Hendrix,1967,6.737766667,48,114.843,4
4613,Amongster,POLIÇA,2012,3.992666667,27,77.299,4
4614,You Never Can Tell,Chuck Berry,1964,2.698433333,70,157.404,4
4615,Sunshine Highway,Dropkick Murphys,2005,3.366666667,42,76.252,4
4616,The Heart Of Rock And Roll,Huey Lewis & The News,2013,5.082,56,143.301,4
4617,Rush You,Baby Animals,1991,4.184433333,24,116.54,4
4618,All I Need Is A Miracle,Mike & The Mechanics,1985,4.163766667,52,135.106,4
4619,Bodhisattva,Steely Dan,1973,5.283333333,47,109.865,4
4620,Anthem of Our Dying Day,Story Of The Year,2003,3.600433333,55,194.744,3
4621,Sexx Laws,Beck,1999,3.654,51,134.035,4
4622,The Warrior (feat. Patty Smyth),Scandal,1984,4.013766667,57,123.077,4
4623,Show Me What I'm Looking For,Carolina Liar,2008,4.007766667,60,105.121,4
4624,Capital G,Nine Inch Nails,2007,3.827766667,34,163.396,4
4625,I Gotsta Get Paid,ZZ Top,2012,4.052666667,51,82.371,4
4626,Get It While You Can,Janis Joplin,1971,3.39,44,147.016,3
4627,Stitches,Orgy,1998,3.309333333,47,97.325,4
4628,Harley & Rose,The Black Sorrows,1990,3.913333333,53,103.91,4
4629,Sail Away To Avalon,Ayreon,1995,4.038216667,19,171.94,4
4630,Land of Hopes and Dreams,The Hit Co.,2006,4.749733333,0,108.985,4
4631,Burn for You,John Farnham,1990,3.548883333,45,97.136,4
4632,Tattoo,Van Halen,2012,4.717333333,37,100.118,4
4633,Looking For A Place To Happen - Remix,The Tragically Hip,2005,4.536216667,32,125.841,4
4634,Becoming the Bull,Atreyu,2007,3.676666667,55,95.009,4
4635,Good Golly Miss Molly,Creedence Clearwater Revival,1969,2.69755,52,75.008,4
4636,Blue Money - 1999 Remaster,Van Morrison,1970,3.801766667,30,153.971,4
4637,Hole In My Shoe,Traffic,1967,3.0211,37,101.666,4
4638,Dark Star,"Crosby, Stills & Nash",1977,4.761766667,54,100.626,4
4639,Fire on the Mountain - 2013 Remaster,Grateful Dead,1978,3.816816667,55,76.669,1
4640,I Like It,Foxy Shazam,2012,2.80155,33,97.988,4
4641,Tip Of My Tongue,Diesel,1992,4.244,58,97.93,4
4642,Twisting the Night Away,Audio Idols,2012,3.275783333,0,136.591,4
4643,One Million Ways - Single Version,The Adults,2012,3.371666667,2,119.961,4
4644,Cat's in the Cradle,Harry Chapin,1974,3.71585,65,78.112,4
4645,99 Red Balloons,Nena,1984,3.844433333,52,96.985,4
4646,Telstar,The Tornadoes,2014,3.3367,14,145.628,4
4647,The Bird and the Worm,The Used,2007,3.750666667,59,180.092,3
4648,Electric Avenue (Made Famous by Eddie Grant),Cardio Workout Crew,2011,3.307266667,10,121.568,4
4649,Bicycle Race - Remastered 2011,Queen,1978,3.01355,54,82.725,4
4650,Hand in My Pocket - 2015 Remaster,Alanis Morissette,1995,3.700216667,66,92.259,4
4651,Feel Like I Do,Drowning Pool,2010,3.552216667,39,180.04,4
4652,"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",The Rolling Stones,1967,2.566666667,39,100.54,4
4653,Good Lovin' - 2013 Remaster,Grateful Dead,1978,4.8557,46,159.573,4
4654,Into The Ocean,Blue October,2007,3.993333333,39,108.023,4
4655,Oildale (Leave Me Alone),Korn,2010,4.718216667,43,142.378,4
4656,Diamonds on the Soles of Her Shoes,Paul Simon,1986,5.821333333,64,110.64,4
4657,Born to Be Alive,Patrick Hernandez,1978,3.13555,67,131.467,4
4658,Trapped Again,Southside Johnny And The Asbury Jukes,1976,4.2651,31,115.436,4
4659,Cathy's Clown,You Am I,1995,2.417766667,37,139.619,4
4660,Dizzy Miss Lizzy - Remastered 2009,The Beatles,1965,2.941766667,48,136.037,4
4661,Since I Don't Have You,Various Artists,2013,2.6475,48,71.782,4
4662,Ten Thousand Fists,Disturbed,2005,3.534,64,106.911,4
4663,Sweet Disposition,The Temper Trap,2009,3.906,70,129.09,4
4664,Prison Sex,TOOL,1993,4.938666667,59,108.138,4
4665,Don't Stop,Chilliwack,1984,4.058216667,24,116.335,4
4666,Yankee Rose,David Lee Roth,1986,3.911766667,54,137.572,4
4667,Mercury Blues,Steve Miller Band,1976,3.7171,40,98.18,4
4668,A New Day Yesterday - 2001 Remaster,Jethro Tull,1969,4.148433333,36,184.458,1
4669,Signals Over The Air,Thursday,2003,4.17,40,162.07,4
4670,Dreams I'll Never See,Molly Hatchet,1978,7.1,51,105.877,4
4671,Wah-Wah - Remastered 2014,George Harrison,1970,5.629333333,52,96.39,4
4672,Make You a Believer,Sass Jordan,1992,4.716666667,38,95.292,4
4673,Fooled Around And Fell In Love,Elvin Bishop,1975,4.6,61,113.325,3
4674,Live It Up,Mental As Anything,1979,3.7971,54,119.833,4
4675,Darlene - Remaster,Led Zeppelin,1982,5.111333333,32,169.172,4
4676,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,1970,7.419766667,67,75.601,4
4677,Kings And Queens,Thirty Seconds To Mars,2009,5.794433333,64,165,4
4678,Say,Low Level Flight,2007,3.27755,7,137.956,4
4679,Thorn in My Side - Remastered Version,Eurythmics,1986,4.223333333,59,122.206,4
4680,One - Single Version,Three Dog Night,1968,3.0971,49,61.226,4
4681,One Night in Bangkok,Murray Head,1980,3.934433333,57,108.703,4
4682,Ready to Die,The Checks,2011,3.3417,16,96.963,4
4683,Put the Message In the Box,World Party,1990,4.274433333,44,130.11,4
4684,Pinch Me,Barenaked Ladies,2000,4.752666667,59,95.349,4
4685,I Honestly Love You,Olivia Newton-John,1998,4.102433333,32,112.075,4
4686,I Put A Spell On You,Creedence Clearwater Revival,1968,4.529766667,61,100.354,4
4687,"A Quick One, While He's Away - Mono Version",The Who,1966,9.186,33,130.229,4
4688,This Is The New Shit,Marilyn Manson,2003,4.327766667,61,178.113,4
4689,Seven Bridges Road - Live; 1999 Remaster,Eagles,1980,3.077333333,57,111.995,5
4690,Black Balloon,The Goo Goo Dolls,1998,4.158883333,59,104.68,4
4691,Death or Glory - Remastered,The Clash,1979,3.916666667,50,137.589,4
4692,Love You All,54-40,1996,4.4711,19,121.134,4
4693,The People That We Love,Bush,2001,4.02955,42,134.978,4
4694,Even When I'm Sleeping,Leonardo's Bride,1996,3.9111,46,80.037,4
4695,The Violence of Action,Cairo Knife Fight,2011,8.5491,9,149.41,4
4696,Heart Of Stone - Stereo Version / Remastered 2002,The Rolling Stones,1965,2.818216667,38,94.827,4
4697,White Lies,Grindhouse Hotel,2019,5.03395,0,136.997,4
4698,Here It Goes Again,OK Go,2005,2.996883333,64,145.729,4
4699,Well Enough Alone,Chevelle,2007,4.314883333,50,121.989,4
